pergunta_um,pergunta_dois
É possível que uma pessoa sobreviva ao câncer hepático metastático?,Qual é o prognóstico de um câncer hepático metastático?
"É possível ter herpes e surtos apenas no canal anal e embaixo da língua, mas não na boca ou vagina?",Deve-se consultar um médico local para cada surto de herpes? E o mesmo medicamento ajudará em todos os sites?
"É possível ter herpes e surtos apenas no canal anal e embaixo da língua, mas não na boca ou vagina?",Onde todos podem experimentar erupções de Herpes?
É seguro fazer uma histerectomia antes da angioplastia?,A histerectomia e a angioplastia são perigosas uma após a outra?
É seguro fazer uma histerectomia antes da angioplastia?,"Acabei de fazer minha histerectomia há 6 meses e agora meu médico me aconselhou a fazer uma angioplastia para uma dor no peito! Eu tenho apenas 35 anos, eu realmente preciso disso?"
É seguro tomar um probiótico durante a amamentação?,Os probióticos são úteis na diarreia?
É seguro tomar um probiótico durante a amamentação?,"Estou com diarreia, mas estou amamentando meu filho de 6 meses, então quero evitar qualquer antibiótico, mas os probióticos são seguros?"
Comecei a arrotar e cheirava e tinha gosto de ovo podre com sintomas de diarréia e vômito aguado que parecia sangue vermelho e borra de café,"Eu sou uma não fumante, não alcoólatra de 26 anos e tenho arroto, vomito, tenho diarreia e acho que notei um pouco de sangue no meu vômito. O que está acontecendo comigo? Eu deveria estar preocupado?"
Comecei a arrotar e cheirava e tinha gosto de ovo podre com sintomas de diarréia e vômito aguado que parecia sangue vermelho e borra de café,Quais são as possíveis causas do sangue no vômito?
"Pisei em uma pedra que machucou a parte externa do meu pé. 17 dias depois, inchaço e hematomas. Ainda desconforto. Caminhar prejudicará a cura?",Fraturei meu pé e agora está engessado? Quanto tempo terei para usar um?
"Pisei em uma pedra que machucou a parte externa do meu pé. 17 dias depois, inchaço e hematomas. Ainda desconforto. Caminhar prejudicará a cura?","Já se passaram quase 2 semanas e meia desde que bati em uma pedra e machuquei meu pé, embora o inchaço tenha diminuído, ainda dói, é uma fratura, estou bem para andar ou devo evitar carregar peso?"
A cândida é retestada após o tratamento?,Em quanto tempo alguém deve fazer o teste de Candida após completar o tratamento?
A cândida é retestada após o tratamento?,A clamídia é testada novamente após o tratamento?
Existe uma diferença entre comprimidos de inositol e pó?,Você poderia me explicar o uso do Inositol?
Existe uma diferença entre comprimidos de inositol e pó?,Faz diferença se eu tomar Inositol em pílula ou em pó?
Existe um horário específico para os adolescentes dormirem?,O padrão de sono de um adolescente é semelhante ao de um adulto?
Existe um horário específico para os adolescentes dormirem?,Os adolescentes devem ir para a cama em uma determinada hora e dormir por um certo número de horas?
Uma dose muito alta de controle de natalidade é perigosa?,Tomar pílulas BC e anticoncepcionais de emergência juntos é perigoso?
Uma dose muito alta de controle de natalidade é perigosa?,Existe alguma dose de controle de natalidade que pode ser considerada perigosa?
Parei de usar accutane / isotroin em novembro. É seguro ter um bebê agora?,O Accutane / isotroin pode causar anomalias fetais?
Parei de usar accutane / isotroin em novembro. É seguro ter um bebê agora?,Quanto tempo deve-se abster para a concepção quando em accutane / isotoin?
O uristate (fenazopiridina) é um bom tratamento para um potencial uti?,O Uristat ajuda a prevenir uma ITU se houver suspeita?
O uristate (fenazopiridina) é um bom tratamento para um potencial uti?,Quais são as opções de gerenciamento disponíveis para uma UTI?
É verdade que não devemos beber comprimidos ou vit. com água fria?,Você pode me aconselhar alguns bons multivitaminas para um corpo mais saudável?
É verdade que não devemos beber comprimidos ou vit. com água fria?,Tomar comprimidos com água fria os torna ineficazes?
"Usei uma almofada de milho de venda livre no dedo do pé, que tinha um calo sensível e agora está muito pior e inchado. Como posso curar minha pele?",Uma almofada de algodão OTC pode realmente piorar o calo ou é seguro usar?
"Usei uma almofada de milho de venda livre no dedo do pé, que tinha um calo sensível e agora está muito pior e inchado. Como posso curar minha pele?",Eu tenho um milho de longa data no meu dedo do pé. A cirurgia é minha única opção?
"Eu tenho um banco com uma barra, halteres, barra de puxar e uma esteira, quais são alguns exercícios que eu poderia fazer para ganhar músculos?",Você poderia me dar algumas dicas para ganho muscular enquanto estou na academia? Algum exercício específico?
"Eu tenho um banco com uma barra, halteres, barra de puxar e uma esteira, quais são alguns exercícios que eu poderia fazer para ganhar músculos?",Que alimentos podem nos ajudar a construir nossa massa muscular enquanto mantemos a gordura baixa?
Estou resfriado há 1 semana. Acabei de parar de tomar antibióticos. Às vezes tosse com muco cinza. Dr não está preocupado. Devo tomar o segundo lote de antibióticos?,Como a garganta estreptocócica é diagnosticada? Eu preciso ver um médico para isso?
Estou resfriado há 1 semana. Acabei de parar de tomar antibióticos. Às vezes tosse com muco cinza. Dr não está preocupado. Devo tomar o segundo lote de antibióticos?,"Estou tomando antibióticos para meu resfriado há quase uma semana, mas ainda estou tossindo um pouco de catarro com membranas mucosas cinza. Devo continuar com os antibióticos?"
"Eu nunca tive acne hormonal até começar a tilia fe b.C, quatro meses atrás. É para tratar a acne. Devo dar um tempo ou trocar de b.Cs?",A pílula anticoncepcional Telia Fe pode causar ou piorar a acne?
"Eu nunca tive acne hormonal até começar a tilia fe b.C, quatro meses atrás. É para tratar a acne. Devo dar um tempo ou trocar de b.Cs?",Você pode compartilhar alguns remédios caseiros para o tratamento da acne?
"Fui diagnosticado com / Chlamydia em 29/09/2015. Tratado no mesmo dia. Testado em 16/11/2015, deu positivo. Não faço sexo desde o primeiro teste. Como?","Você ainda pode contrair clamídia depois de completar o tratamento, mesmo que se abstenha de sexo?"
"Fui diagnosticado com / Chlamydia em 29/09/2015. Tratado no mesmo dia. Testado em 16/11/2015, deu positivo. Não faço sexo desde o primeiro teste. Como?",Qual é o tratamento para infecções recorrentes por clamídia?
Foi-me prescrito Tripsina + Quimotripsina para tratamento dentário tds durante 3 dias. Posso continuar essas combinações por um longo período?,É perigoso tomar Tripsina + Quimotripsina por um período mais longo?
Foi-me prescrito Tripsina + Quimotripsina para tratamento dentário tds durante 3 dias. Posso continuar essas combinações por um longo período?,Qual é o mecanismo de ação da combinação Tripsina + Quimotripsina na cicatrização dentária?
Eu estava tomando amoxicilina para um problema de dente. No segundo dia comecei a ter bexiga cheia com dificuldade para urinar e eliminar os sintomas de corrimento.,A amoxicilina pode causar dificuldade em urinar?
Eu estava tomando amoxicilina para um problema de dente. No segundo dia comecei a ter bexiga cheia com dificuldade para urinar e eliminar os sintomas de corrimento.,A amoxicilina é a droga de escolha na ITU?
Eu estava praticando tirolesa e no final dela havia um bloco de cerca de 50 libras. Eu estava indo a cerca de 30 mph e bati meu calcanhar nele. Agora está roxo e inchado. O que devo fazer?,"A fratura de calcanhar é muito comum, como se consegue e quais as opções de tratamento disponíveis?"
Eu estava praticando tirolesa e no final dela havia um bloco de cerca de 50 libras. Eu estava indo a cerca de 30 mph e bati meu calcanhar nele. Agora está roxo e inchado. O que devo fazer?,Acho que posso ter quebrado meu calcanhar! Eu bati em uma grande pedra no final da minha tirolesa e me machuquei. O que agora?
Apenas olhei no lado direito do nariz. muito vermelho e inchado. Dói para cheirar ou tocar fora do nariz. É grande como um pólipo. Tenha uma descarga clara. O que é isso?,"Eu parecia ter desenvolvido um pólipo em meu nariz, é vermelho, inchado e dolorido. Por que isso aconteceria?"
Apenas olhei no lado direito do nariz. muito vermelho e inchado. Dói para cheirar ou tocar fora do nariz. É grande como um pólipo. Tenha uma descarga clara. O que é isso?,"Meu nariz parece meio torto, dá para corrigir?"
"Acabei de ver um caroço preto do tamanho de mármore em bm. Pensei que fosse só comida, então cutuquei com luva de látex. Def não é comida, é cocô. Sangue vermelho ultimamente. Já fiz o teste de ibd (neg). Temp 99,5 por um mês. Er?",Tenho hemorróida e consigo sangue nas fezes com frequência. Como posso controlá-lo?
"Acabei de ver um caroço preto do tamanho de mármore em bm. Pensei que fosse só comida, então cutuquei com luva de látex. Def não é comida, é cocô. Sangue vermelho ultimamente. Já fiz o teste de ibd (neg). Temp 99,5 por um mês. Er?","Eu tenho notado algum sangue nas fezes há algumas semanas, já fui avaliado para DII que deu negativo. E só agora vi um caroço preto do tamanho de uma bola de gude no banheiro. Também estou com uma leve febre há um mês .. O que está acontecendo? Isso é algo sério?"
"L / 4, l / 5 laminect dor no pé 1 ano depois, médico do pé diz normal, neurologista diz s / 1 caus, ortocirurgião diz que a ressonância magnética é boa, neurossur diz que o próprio nervo Whoright?","Eu tenho tido L 4-5, dor no pé há um ano. Alguns médicos dizem que não é nada, outros dizem que está relacionado com os nervos. O que você acha?"
"L / 4, l / 5 laminect dor no pé 1 ano depois, médico do pé diz normal, neurologista diz s / 1 caus, ortocirurgião diz que a ressonância magnética é boa, neurossur diz que o próprio nervo Whoright?",Quais são os sintomas de lesão da vértebra L 4-5?
"Ultimamente, quando fico assustado ou assustado, sinto o sangue descer pelas minhas pernas e os dedos dos pés começam a doer muito. Isso dói por muito tempo. O que é?","Eu tenho sentido essa dormência e dor nos meus pés há alguns dias, o que está acontecendo?"
"Ultimamente, quando fico assustado ou assustado, sinto o sangue descer pelas minhas pernas e os dedos dos pés começam a doer muito. Isso dói por muito tempo. O que é?","Tenho tido esses sintomas estranhos recentemente. Cada vez que algo ruim acontece e eu fico com medo ou com medo, é como se todo o meu sangue fosse drenado para meus pés e meus dedos do pé começassem a doer muito! O que está acontecendo?"
"As pernas estão sempre frias, mesmo quando estou suando muito e os pés e os dedos ficam dormentes. Por quê?",Meus pés sempre ficam dormentes e estão excepcionalmente frios na maioria das vezes. O que está acontecendo?
"As pernas estão sempre frias, mesmo quando estou suando muito e os pés e os dedos ficam dormentes. Por quê?","Meus pés estão dormentes, pode ser um coágulo de sangue?"
Minha sobrinha de 6 meses tem uma mancha redonda rosa em cada coxa no mesmo lugar. Minha irmã está preocupada que seja uma minhoca. Não incomoda o bebê em nada. Pensamentos?,Por quanto tempo a maioria das marcas de nascença permanecem em bebês?
Minha sobrinha de 6 meses tem uma mancha redonda rosa em cada coxa no mesmo lugar. Minha irmã está preocupada que seja uma minhoca. Não incomoda o bebê em nada. Pensamentos?,Qual pode ser o diagnóstico possível para uma mancha redonda rosa em ambas as coxas no mesmo local a 6 m / o? Poderia ser ring worm?
Meu postive de 7 anos novamente para estreptococos e estou inclinado para os pandas. Foi-me prescrito clindamicina 75 mg / 5ml. Este é o antibiótico certo? Ele fez agosto b4.,A clindamicina é uma forma eficaz de controlar Strep em 7 anos?
Meu postive de 7 anos novamente para estreptococos e estou inclinado para os pandas. Foi-me prescrito clindamicina 75 mg / 5ml. Este é o antibiótico certo? Ele fez agosto b4.,Quais são os sinais de infecção por Strep em 7 anos?
Meu namorado me deu possivelmente esperma em suas mãos. Seu dedo estava seco e tudo o que ele fez foi limpar o pênis com ppr twl. Não achamos que algum tenha ficado imperfeito?,Você pode engravidar com sexo oral?
Meu namorado me deu possivelmente esperma em suas mãos. Seu dedo estava seco e tudo o que ele fez foi limpar o pênis com ppr twl. Não achamos que algum tenha ficado imperfeito?,"Meu namorado me tocou, e acho que suas mãos tinham algum esperma seco, eu poderia estar grávida?"
"Minha nota de resultados de hemograma completo é que os rbcs mostram hipocromia, microcitose e anisocitose, devo consultar um médico ou não?",Como a anemia por deficiência de ferro se apresenta em um hemograma?
"Minha nota de resultados de hemograma completo é que os rbcs mostram hipocromia, microcitose e anisocitose, devo consultar um médico ou não?","O que significa quando um resultado de hemograma mostra hipocromia, microcitose e anisocitose"
Meu pai tem cvid e parkinson. Há algum teste que possa mostrar a probabilidade de meus filhos em potencial desenvolverem esses mesmos problemas?,O Cvid e o Parkinson são transmitidos geneticamente?
Meu pai tem cvid e parkinson. Há algum teste que possa mostrar a probabilidade de meus filhos em potencial desenvolverem esses mesmos problemas?,Quais são as opções de gerenciamento disponíveis para cvid e Parkinsons
"Minha amiga acha que ela é gorda, mas ela realmente não é e ela engole calorias de ferramenta e se ela come algo ruim ela queima as calorias fazendo exercício?","Minha amiga começou a ficar obcecada com a gordura da barriga! Ela não come bem, como posso ajudá-la?"
"Minha amiga acha que ela é gorda, mas ela realmente não é e ela engole calorias de ferramenta e se ela come algo ruim ela queima as calorias fazendo exercício?","Qual o peso corporal ideal para uma mulher de 5'4 ""?"
"Minha namorada tem aids e fizemos sexo desprotegido porque ela disse que o controle da natalidade me protegia, certo?",As pílulas anticoncepcionais podem proteger contra a AIDS?
"Minha namorada tem aids e fizemos sexo desprotegido porque ela disse que o controle da natalidade me protegia, certo?","Minha GF tem AIDS, preciso fazer profilaxia?"
Minha namorada acordou com um hematoma na ponta do queixo esta manhã. Ela nunca teve quando foi para a cama e nunca bateu nela. O que pode ser?,Quanto tempo leva para cicatrizar completamente um hematoma no queixo?
Minha namorada acordou com um hematoma na ponta do queixo esta manhã. Ela nunca teve quando foi para a cama e nunca bateu nela. O que pode ser?,Qual pode ser a causa de um hematoma repentino no queixo sem histórico de lesões?
O nível de INR de varfarina da minha mãe tem flutuado em um nível alarmante recentemente sem motivo aparente?,O que todos os testes devem ser feitos para estimar a dosagem correta de varfarina?
O nível de INR de varfarina da minha mãe tem flutuado em um nível alarmante recentemente sem motivo aparente?,Por que os níveis de INR da varfarina flutuam?
"Meu analgésico está me deixando com sono e tonto, mas tenho que trabalhar. O que mais posso levar?",Como controlar a dor sem depender de analgésicos?
"Meu analgésico está me deixando com sono e tonto, mas tenho que trabalhar. O que mais posso levar?",Existe algum analgésico não sedativo por aí?
"Minha menstruação estava preta e pegajosa, mas não está cheirando, embora eu esteja menstruando irregularmente há dois anos?",Tenho períodos irregulares. Ainda posso engravidar?
"Minha menstruação estava preta e pegajosa, mas não está cheirando, embora eu esteja menstruando irregularmente há dois anos?",O que significa corrimento vaginal marrom a preto? Pode ser um período?
"Meu recente teste de sangue INR 1,12 razão APTT 1,16 Beta-2 Microglobulina 1,50mg / L Eles estão ok?","Recentemente fiz testes para INR 1,12 razão APTT 1,16 Beta-2 Microglobulina 1,50mg / L, esses níveis são normais ou devo me preocupar? Tenho apenas 18 anos, por favor me ajude. Estou assustado."
"Meu recente teste de sangue INR 1,12 razão APTT 1,16 Beta-2 Microglobulina 1,50mg / L Eles estão ok?",Quais são os testes necessários se alguém suspeita de um distúrbio de coagulação? Alguns testes de laboratório simples seriam capazes de dizer?
Meu filho está com hemorroida e está ficando ralo e com diarreia leve é ​​de hemorroida?,A cirurgia é a única opção de tratamento para hemorróidas?
Meu filho está com hemorroida e está ficando ralo e com diarreia leve é ​​de hemorroida?,Quais são os sintomas que uma hemorróida pode causar?
O dente frontal adulto do meu filho é muito pontudo. Por que é que?,Poderia haver um motivo especial para o dente adulto que meu filho tem ser tão pontudo?
O dente frontal adulto do meu filho é muito pontudo. Por que é que?,Um dente pontiagudo precisa ser reduzido na clínica do dentista ou pode-se deixar?
"Minhas unhas estão um tom amarelo e se transformaram em uma protuberância na minha unha. Eu queria saber o que eu poderia fazer. Acho que pode ser uma unha fúngica, possivelmente. ?","Se eu tiver uma infecção fúngica nas unhas, eles removerão minha unha?"
"Minhas unhas estão um tom amarelo e se transformaram em uma protuberância na minha unha. Eu queria saber o que eu poderia fazer. Acho que pode ser uma unha fúngica, possivelmente. ?",Quais são os sintomas de uma infecção fúngica das unhas?
Tecido de cicatriz doloroso deixado sob o local atípico de remoção de toupeira na panturrilha. Dor aguda e profunda. Dermatologista recomendado cirurgião plástico. O que vai acontecer?,Eu tenho uma verruga atípica na minha panturrilha. Pode ser canceroso?
Tecido de cicatriz doloroso deixado sob o local atípico de remoção de toupeira na panturrilha. Dor aguda e profunda. Dermatologista recomendado cirurgião plástico. O que vai acontecer?,"Recentemente, removi uma pinta atípica da minha panturrilha, agora há uma cicatriz que dói muito e fui aconselhado a consultar um cirurgião plástico. O que devo esperar na consulta?"
Ataque de pânico após fumar maconha. Isso é normal?,"Estou tendo muitas palpitações e algumas dores no peito e acabei de fumar maconha, isso é um ataque de pânico?"
Ataque de pânico após fumar maconha. Isso é normal?,Estou tendo muitas palpitações e algumas dores no peito. Isso é apenas um ataque de pânico ou um ataque cardíaco?
"Explique o que significa ter um ""nariz proeminente"".",Eu realmente não gosto do formato do meu nariz. Você acha que devo esperar ou fazer a cirurgia o mais rápido possível?
"Explique o que significa ter um ""nariz proeminente"".","Alguém disse que tenho um nariz proeminente, o que poderia significar?"
Por favor ajude! Qual é a taxa de sobrevivência do meningioma maligno?,O meningioma maligno é curável?
Por favor ajude! Qual é a taxa de sobrevivência do meningioma maligno?,Qual é o prognóstico para um paciente com meningioma maligno?
"Por favor, forneça conselhos sobre como interromper o hctz (hidroclorotiazida) após desenvolver petéquias em meus braços. Estou tomando hctz (hidroclorotiazida) há 3 meses e isso acabou de começar.",A hidroclorotiazida é segura para idosos?
"Por favor, forneça conselhos sobre como interromper o hctz (hidroclorotiazida) após desenvolver petéquias em meus braços. Estou tomando hctz (hidroclorotiazida) há 3 meses e isso acabou de começar.",Estou tomando hidroclortiazida há quase 3 meses e recentemente notei algumas petéquias em meus braços. Pode estar relacionado ao medicamento?
Pergunta sobre uma descarga - ciclo viscoso e médio?,"Eu tenho tido algum sangramento no meio do ciclo, já faz quase 10 dias desde que meu período acabou. O que isso poderia significar?"
Pergunta sobre uma descarga - ciclo viscoso e médio?,O que indica uma secreção esbranquiçada e viscosa no meio do ciclo?
"Pergunta rápida sobre tiras de teste de cetonas. Se eles estiverem meio rosados ​​antes de eu usá-los, eles são ruins?",Como posso fazer testes de cetonas na minha urina?
"Pergunta rápida sobre tiras de teste de cetonas. Se eles estiverem meio rosados ​​antes de eu usá-los, eles são ruins?",Devo usar tiras de cetona que ficaram rosadas antes mesmo de usá-las?
"Recentemente, teve vaginose bacteriana e uma infecção por fungos. Ainda acho que tenho tratado com metronidazol + fluconazol, corrimento branco. Pensamentos?",As infecções de BV e levedura podem persistir mesmo após o tratamento adequado? Ainda acho que tenho alguns sintomas.
"Recentemente, teve vaginose bacteriana e uma infecção por fungos. Ainda acho que tenho tratado com metronidazol + fluconazol, corrimento branco. Pensamentos?",Por que continuo tendo infecções recorrentes por fungos?
Sangramento retal após fissura op. O cirurgião encontrou 1 hemorróida grande e algumas pequenas. Bandagem feita para um grande. Cheiro fétido e sangramento persistente. O que é isso?,As fissuras retais e as hemorróidas são a mesma coisa?
Sangramento retal após fissura op. O cirurgião encontrou 1 hemorróida grande e algumas pequenas. Bandagem feita para um grande. Cheiro fétido e sangramento persistente. O que é isso?,Eu tive algum cheiro ruim persistente e sangramento pós bandagem para hemorróidas. O que você acha que pode estar causando isso?
Artigo escolar: como um registro disciplinar e / ou criminal afeta a capacidade de entrar em uma escola profissional / escola de medicina?,"Ok, então eu preciso dessa informação para o meu trabalho escolar. Um registro disciplinar e / ou criminal proíbe você de entrar na escola profissional / escola de medicina?"
Artigo escolar: como um registro disciplinar e / ou criminal afeta a capacidade de entrar em uma escola profissional / escola de medicina?,Você poderá me orientar sobre qual é a melhor faculdade de medicina do país? Estou pensando em me inscrever.
Pele saindo debaixo da minha língua. Isso é normal?,"Eu notei uma pele estranha aparecendo embaixo da minha língua, é algo ou eu apenas percebi hoje?"
Pele saindo debaixo da minha língua. Isso é normal?,O que pode causar uma saliência azulada embaixo da língua?
"Então, duas mulheres podem ter um filho?",Como a concepção realmente ocorre?
"Então, duas mulheres podem ter um filho?",É possível para duas mulheres gays conceberem sozinhas?
"Então, eu tenho essa verruga marrom-escura que coça no quadril, é meio vermelha nas bordas, não tenho ideia do que está causando isso. Alguma ideia?",Como sabemos se uma toupeira é cancerosa ou benigna?
"Então, eu tenho essa verruga marrom-escura que coça no quadril, é meio vermelha nas bordas, não tenho ideia do que está causando isso. Alguma ideia?",Qual pode ser a causa de uma pinta marrom escura e com coceira no quadril com eritema ao redor?
Roubado no dedo mínimo esquerdo há algumas horas. Muito doloroso. Agora está inchado e há um caroço no lado direito do dedo do pé e dói. Fraturado?,Quanto tempo leva para cicatrizar uma fratura do dedo do pé?
Roubado no dedo mínimo esquerdo há algumas horas. Muito doloroso. Agora está inchado e há um caroço no lado direito do dedo do pé e dói. Fraturado?,"Eu acidentalmente bati meu dedo do pé na cama ontem e está todo inchado e dolorido hoje, pode ser uma fratura?"
Sugerir-me formas de corrimento tardio durante a relação sexual masculina de 42 anos?,Acho que tenho DE. Pode me ajudar?
Sugerir-me formas de corrimento tardio durante a relação sexual masculina de 42 anos?,Por que tenho alta tardia quando faço sexo com minha esposa?
"Supondo que o câncer tenha se espalhado de uma origem, esse câncer secundário é tratado de maneira diferente?",Como a disseminação secundária do câncer é diagnosticada?
"Supondo que o câncer tenha se espalhado de uma origem, esse câncer secundário é tratado de maneira diferente?",O tratamento para um câncer de disseminação secundária é igual ao primário?
A causa do meu primeiro aborto espontâneo de gravidez parecia ser um saco sangrento acima do meu bebê às 6 semanas e meia. Posso fazer algo para evitar isso na próxima vez.,"Como posso evitar um aborto espontâneo devido ao sangramento acima do bebê às 6 semanas e meia, como aconteceu na última vez que estive grávida?"
A causa do meu primeiro aborto espontâneo de gravidez parecia ser um saco sangrento acima do meu bebê às 6 semanas e meia. Posso fazer algo para evitar isso na próxima vez.,"Se uma mulher teve um aborto espontâneo em uma gravidez anterior, ela abortará novamente na segunda vez?"
"Maneiras de baixar a bilirrubina como luzes azuis, etc?","Eu suspeito que minha filha tem icterícia, como podemos reduzir seus níveis de bilirrubina?"
"Maneiras de baixar a bilirrubina como luzes azuis, etc?",O que causa o aumento dos níveis de bilirrubina em recém-nascidos?
"Bolhas úmidas no topo do pé, dedos vermelhos ... parece terrível. O que fazer ??","Você pode, por favor, me ajudar com algumas medidas que eu posso tentar em casa para essas bolhas choronas no meu pé que eu tenho há uma semana."
